"HAULJOIN","REGION","STRATUM2","YEAR","MONTH","DAY","VESSEL","CRUISE","HAUL","GEAR_TEMP","SURFACE_TEMP","STATIONID2","RLAT","RLONG","STRATUM","STATIONID","RLAT_RACEBASE","RLONG_RACEBASE","CRUISE_TYPE","ECOPATH_PP"
11004833,"BS",20,1995,6,26,88,199501,87,,3.6,"N-18",59.34,-168.58,20,"N-18",59.34433,-168.57595,"Race_Groundfish","InnerNW"
11004842,"BS",42,1995,6,30,88,199501,106,0.5,5,"H-20",57.33,-169.62,42,"H-20",57.33003,-169.61547,"Race_Groundfish","MiddleNW"
11001517,"BS",61,1994,7,24,89,199401,195,2.7,6.9,"M-32",59,-177.65,61,"M-32",59,-177.6545,"Race_Groundfish","OuterNW"
11008491,"BS",31,1994,7,26,89,199401,401,3.3,9.9,"F-02",56.67,-167.1,,"",56.66733,-167.10267,"Race_Groundfish","MiddleSE"
11008496,"BS",31,1994,7,27,89,199401,409,2.8,8.2,"G-01",56.99,-167.86,,"",56.98967,-167.85917,"Race_Groundfish","MiddleSE"
11007347,"BS",31,1994,7,27,89,199401,410,2.8,8.2,"G-01",56.99,-167.86,,"",56.98967,-167.85917,"Race_Groundfish","MiddleSE"
11004410,"BS",31,1994,7,28,89,199401,413,2.8,9.1,"G-01",57.07,-167.78,,"",57.06717,-167.78,"Race_Groundfish","MiddleSE"
11004411,"BS",31,1994,7,28,89,199401,414,2.8,9.1,"G-01",57.07,-167.78,,"",57.06717,-167.78,"Race_Groundfish","MiddleSE"
11004414,"BS",31,1994,7,29,89,199401,419,2.9,9.3,"G-01",57.08,-167.76,,"",57.08233,-167.76467,"Race_Groundfish","MiddleSE"
11012577,"GOA",10,1993,6,6,90,199301,5,5.2,7.1,"20-17",53.01,-168.37,10,"20-17",53.01367,-168.371,"Race_Groundfish","Westshelf"
11012578,"GOA",111,1993,6,7,90,199301,6,4.8,6.5,"24-16",52.98,-168,111,"25-16",52.97817,-167.99833,"Race_Groundfish","Westshelf"
11013087,"GOA",111,1993,6,8,90,199301,11,4.9,6.5,"44-28",53.47,-166.34,111,"45-28",53.46867,-166.34217,"Race_Groundfish","Westshelf"
11013090,"GOA",111,1993,6,8,90,199301,14,5,6.7,"47-29",53.5,-166.09,111,"48-29",53.49917,-166.09233,"Race_Groundfish","Westshelf"
11015421,"GOA",35,1993,7,14,90,199301,177,6,12.4,"193-126",57.69,-154.03,35,"193-126",57.68783,-154.034,"Race_Groundfish","Centralshelf"
11015423,"GOA",35,1993,7,15,90,199301,179,5.4,12,"200-134",58.06,-153.48,35,"200-134",58.06117,-153.4785,"Race_Groundfish","Centralshelf"
11015427,"GOA",30,1993,7,19,90,199301,185,,10,"210-115",57.21,-152.65,30,"210-115",57.2115,-152.65117,"Race_Groundfish","Centralshelf"
11008126,"BS",82,1994,7,20,88,199401,180,-1.4,7.3,"T-27",61.34,-175.01,82,"T-27",61.33633,-175.00633,"Race_Groundfish","NA"
11005254,"BS",61,1995,7,20,89,199501,191,1.6,8,"P-30",59.98,-176.71,61,"P-30",59.97698,-176.7136,"Race_Groundfish","OuterNW"
11007463,"BS",61,1995,7,21,89,199501,198,2.4,8.7,"M-32",59.02,-177.6,61,"M-32",59.02497,-177.59545,"Race_Groundfish","OuterNW"
11013384,"AI",213,1994,7,30,95,199401,199,4,8.4,"12-45",52.91,170.85,212,"12-45",52.9125,170.84633,"Race_Groundfish","WestDeep"
11013385,"AI",213,1994,7,30,95,199401,200,3.9,8.4,"12-45",52.91,170.86,213,"12-45",52.91267,170.85517,"Race_Groundfish","WestDeep"
11013377,"AI",222,1994,7,27,95,199401,190,4.3,7.4,"80-26",52.08,175.97,222,"80-26",52.0815,175.96683,"Race_Groundfish","WestMiddle"
11012901,"AI",223,1994,7,24,95,199401,180,4.1,5.7,"89-22",51.92,176.65,224,"90-22",51.92067,176.65483,"Race_Groundfish","WestDeep"
11012904,"AI",223,1994,7,26,95,199401,185,0.44,0.53,"87-25",52.03,176.47,222,"87-25",52.03383,176.46767,"Race_Groundfish","WestDeep"
11008672,"BS",41,1994,7,4,88,199401,134,,6.6,"M-23",59.01,-171.79,41,"M-23",59.005,-171.79,"Race_Groundfish","MiddleNW"
11006858,"BS",20,1995,7,24,88,199501,193,4.3,8.2,"L-18",58.69,-168.38,,"000L-18",58.68538,-168.38385,"Race_Groundfish","InnerNW"
11006859,"BS",20,1995,7,24,88,199501,194,2.4,8.3,"L-18",58.5,-168.41,,"000L-18",58.50165,-168.40577,"Race_Groundfish","InnerNW"
11006866,"BS",41,1995,7,25,88,199501,201,1.3,8.2,"K-18",58.37,-168.24,,"000K-18",58.36737,-168.24482,"Race_Groundfish","MiddleNW"
11004370,"BS",42,1995,6,30,88,199501,109,0.1,6,"JI2120",57.83,-170.01,42,"JI2120",57.83168,-170.01208,"Race_Groundfish","MiddleNW"
11004845,"BS",41,1995,7,1,88,199501,113,-1,5.8,"L-20",58.65,-169.8,41,"L-20",58.65328,-169.79915,"Race_Groundfish","MiddleNW"
11013096,"GOA",11,1993,6,9,90,199301,20,4.8,7.1,"70-39",53.9,-164.24,11,"70-39",53.9025,-164.24267,"Race_Groundfish","Westshelf"
11004643,"BS",50,1995,6,15,89,199501,58,3.5,5.6,"B-05",55.35,-165.18,50,"B-05",55.34605,-165.17633,"Race_Groundfish","OuterSE"
11004072,"BS",50,1995,6,15,89,199501,59,4,5.8,"A-05",55.01,-165.15,50,"A-05",55.00673,-165.15002,"Race_Groundfish","OuterSE"
11008511,"BS",10,1995,6,4,89,199501,2,2.6,2.7,"H-15",57.33,-159.07,10,"H-15",57.32802,-159.07495,"Race_Groundfish","InnerSE"
11007464,"BS",20,1995,7,24,89,199501,210,1.9,8.2,"K-18",58.49,-168.4,20,"L-18",58.48755,-168.40383,"Race_Groundfish","InnerNW"
11006377,"BS",41,1995,7,25,89,199501,212,0.8,8.3,"K-18",58.38,-168.29,41,"K-18",58.38168,-168.29413,"Race_Groundfish","MiddleNW"
11006380,"BS",41,1995,7,25,89,199501,215,1.1,8.1,"K-18",58.38,-168.27,41,"K-18",58.38228,-168.26728,"Race_Groundfish","MiddleNW"
11006393,"BS",31,1995,7,27,89,199501,229,0.8,9.6,"G-02",57,-167.07,,"G-2",56.99855,-167.07448,"Race_Groundfish","MiddleSE"
11006397,"BS",31,1995,7,28,89,199501,234,0.2,10,"F-04",56.76,-165.84,,"F-4",56.75988,-165.84197,"Race_Groundfish","MiddleSE"
11010646,"BS",50,1994,6,5,95,199401,7,0.43,0.47,"Z-04",54.5,-165.57,,"",54.49467,-165.57117,"Race_Groundfish","OuterSE"
11007349,"BS",31,1994,7,30,89,199401,428,2.8,9.9,"G-01",57.02,-167.79,,"",57.02033,-167.7925,"Race_Groundfish","MiddleSE"
11008507,"BS",50,1994,8,1,89,199401,437,4,9.6,"B-02",55.31,-167.04,,"",55.3135,-167.03567,"Race_Groundfish","OuterSE"
11008510,"BS",50,1994,8,1,89,199401,440,4,9.7,"B-02",55.3,-166.94,,"",55.29917,-166.937,"Race_Groundfish","OuterSE"
11008123,"BS",62,1994,7,10,88,199401,161,,5.6,"Q-27",60.34,-174.72,62,"Q-27",60.337,-174.72033,"Race_Groundfish","OuterNW"
11008985,"BS",31,1994,6,18,88,199401,71,1.2,5.5,"H-02",57.32,-167.15,31,"H-02",57.315,-167.15183,"Race_Groundfish","MiddleSE"
11013097,"GOA",11,1993,6,9,90,199301,21,4.3,7.2,"72-40",53.94,-164.07,11,"72-40",53.938,-164.069,"Race_Groundfish","Westshelf"
11013101,"GOA",11,1993,6,10,90,199301,25,4.8,7.7,"68-40",53.97,-164.37,11,"68-41",53.974,-164.36717,"Race_Groundfish","Westshelf"
11013104,"GOA",10,1993,6,11,90,199301,29,5.5,6.7,"51-42",54.04,-165.83,10,"51-42",54.03767,-165.82633,"Race_Groundfish","Westshelf"
11013109,"BS",10,1993,6,12,90,199301,35,4.8,6.2,"60-49",54.32,-165.08,10,"60-49",54.3185,-165.07733,"Race_Groundfish","InnerSE"
11014708,"GOA",11,1993,6,12,90,199301,37,4.3,8.6,"68-49",54.32,-164.38,11,"68-49",54.323,-164.381,"Race_Groundfish","Westshelf"
11013313,"GOA",11,1993,6,12,90,199301,38,4.5,8.1,"71-53",54.5,-164.15,11,"71-53",54.49967,-164.14567,"Race_Groundfish","Westshelf"
11009022,"BS",31,1995,6,5,89,199501,7,2.2,3.5,"I-13",57.67,-160.26,31,"I-13",57.67467,-160.26418,"Race_Groundfish","MiddleSE"
11007397,"BS",31,1995,7,29,88,199501,228,0.3,10.1,"F-05",56.74,-165.25,,"000F-05",56.73927,-165.25297,"Race_Groundfish","MiddleSE"
11007402,"BS",31,1995,7,29,88,199501,233,0.2,10.1,"F-05",56.75,-165.23,,"000F-05",56.75177,-165.2295,"Race_Groundfish","MiddleSE"
11007454,"BS",31,1995,7,29,88,199501,234,0.2,9.9,"F-05",56.75,-165.23,,"000F-05",56.74673,-165.23083,"Race_Groundfish","MiddleSE"
11012582,"AI",612,1994,7,12,95,199401,154,4.5,5.5,"183-16",51.66,-176.34,612,"183-16",51.66433,-176.339,"Race_Groundfish","EastMiddle"
11012114,"AI",312,1994,7,9,95,199401,140,0.39,0.5,"132-34",52.43,179.86,312,"132-34",52.43217,179.86083,"Race_Groundfish","CentMiddle"
11012116,"AI",314,1994,7,10,95,199401,142,3.6,6.6,"126-26",52.09,179.37,314,"125-26",52.0865,179.37383,"Race_Groundfish","CentDeep"
11004653,"BS",31,1995,6,19,89,199501,81,0.3,4,"H-01",57.32,-167.71,31,"H-01",57.3174,-167.71277,"Race_Groundfish","MiddleSE"
11004497,"BS",61,1995,7,7,88,199501,138,0.8,6.6,"K-24",58.33,-172.3,61,"K-24",58.32518,-172.29867,"Race_Groundfish","OuterNW"
11004498,"BS",41,1995,7,7,88,199501,140,,6.6,"M-24",59,-172.43,41,"M-24",58.99948,-172.42738,"Race_Groundfish","MiddleNW"
11004376,"BS",43,1995,7,8,88,199501,142,,6.5,"O-24",59.66,-172.56,43,"O-24",59.66183,-172.561,"Race_Groundfish","MiddleNW"
11006946,"BS",41,1995,7,9,88,199501,146,,6.7,"R-24",60.66,-172.77,41,"R-24",60.66028,-172.7697,"Race_Groundfish","MiddleNW"
11004503,"BS",82,1995,7,10,88,199501,154,-1.5,7.3,"T-26",61.34,-174.33,82,"T-26",61.343,-174.33235,"Race_Groundfish","NA"
11013632,"GOA",12,1993,6,15,90,199301,52,5.4,8,"88-60",54.81,-162.77,12,"88-60",54.8055,-162.76783,"Race_Groundfish","Westshelf"
11006402,"BS",31,1995,7,29,89,199501,239,0.4,10,"F-05",56.74,-165.25,,"F-5",56.74158,-165.25092,"Race_Groundfish","MiddleSE"
11006405,"BS",31,1995,7,29,89,199501,243,0.3,9.9,"F-05",56.75,-165.23,,"F-5",56.75202,-165.23317,"Race_Groundfish","MiddleSE"
11012112,"AI",311,1994,7,9,95,199401,138,4.4,5.5,"139-36",52.53,-179.6,311,"140-36",52.53417,-179.60217,"Race_Groundfish","CentShallow"
11012107,"AI",313,1994,7,7,95,199401,127,0.38,0.63,"136-25",52.05,-179.87,313,"136-25",52.04567,-179.86983,"Race_Groundfish","CentDeep"
11004509,"BS",62,1995,7,12,88,199501,162,1.3,7.5,"N-26",59.35,-173.79,62,"N-26",59.34613,-173.79125,"Race_Groundfish","OuterNW"
11013629,"GOA",12,1993,6,14,90,199301,47,5.6,8,"84-60",54.79,-163.09,12,"84-60",54.79467,-163.09217,"Race_Groundfish","Westshelf"
11005406,"BS",31,1995,6,10,89,199501,33,1.7,6.8,"C-07",55.68,-164.01,31,"C-07",55.68428,-164.01321,"Race_Groundfish","MiddleSE"
11009038,"BS",31,1995,6,10,89,199501,34,0.9,6.3,"D-07",55.99,-164.03,31,"D-07",55.99408,-164.03352,"Race_Groundfish","MiddleSE"
11009039,"BS",31,1995,6,10,89,199501,36,0.5,6.1,"F-07",56.66,-164.02,31,"F-07",56.66145,-164.0249,"Race_Groundfish","MiddleSE"
11004634,"BS",10,1995,6,11,89,199501,39,0.8,3.7,"I-07",57.66,-164.03,10,"I-07",57.65518,-164.02565,"Race_Groundfish","InnerSE"
11009594,"BS",20,1995,6,25,89,199501,91,3.2,3.5,"N-01",59.32,-167.91,20,"N-01",59.31755,-167.91273,"Race_Groundfish","InnerNW"
11007938,"BS",31,1995,8,1,88,199501,258,7.2,8.6,"A-06",55.12,-164.36,,"000A-06",55.12168,-164.35727,"Race_Groundfish","MiddleSE"
11012108,"AI",313,1994,7,7,95,199401,129,3.8,5.8,"137-26",52.07,-179.75,314,"138-26",52.06733,-179.748,"Race_Groundfish","CentDeep"
11004648,"BS",31,1995,6,17,89,199501,68,0.8,5.2,"H-03",57.33,-166.48,31,"H-03",57.3258,-166.48217,"Race_Groundfish","MiddleSE"
11004638,"BS",10,1995,6,12,89,199501,46,5.1,5.2,"M-05",59.01,-165.3,10,"M-05",59.01448,-165.30026,"Race_Groundfish","InnerSE"
11004640,"BS",31,1995,6,13,89,199501,52,,4.6,"H-05",57.34,-165.23,31,"H-05",57.34165,-165.23463,"Race_Groundfish","MiddleSE"
11006845,"BS",61,1995,7,18,88,199501,167,3.5,8.4,"G-26",56.99,-173.25,61,"G-26",56.99073,-173.24645,"Race_Groundfish","OuterNW"
11007451,"BS",61,1995,7,18,88,199501,168,3,8.2,"H-26",57.33,-173.33,61,"H-26",57.32885,-173.3335,"Race_Groundfish","OuterNW"
11006850,"BS",61,1995,7,20,88,199501,177,0.7,8.4,"R-29",60.66,-176.2,61,"R-29",60.66227,-176.19625,"Race_Groundfish","OuterNW"
11004514,"BS",90,1995,7,20,88,199501,178,-0.6,7.8,"S-29",61,-176.28,90,"S-29",61.00307,-176.28102,"Race_Groundfish","NA"
11006938,"BS",31,1995,8,2,89,199501,270,5.7,7.5,"Z-05",54.75,-165.13,,"",54.75027,-165.12753,"Race_Groundfish","MiddleSE"
11008441,"BS",10,1995,6,5,88,199501,4,4.5,8.3,"K-14",58.34,-159.54,10,"K-14",58.34118,-159.53922,"Race_Groundfish","InnerSE"
11004221,"BS",10,1995,6,8,88,199501,20,2.1,4.8,"I-10",57.67,-162.12,10,"I-10",57.67432,-162.12065,"Race_Groundfish","InnerSE"
11012333,"AI",424,1994,7,5,95,199401,120,0.42,0.48,"160-14",51.56,-178.07,422,"159-14",51.56467,-178.07167,"Race_Groundfish","CentDeep"
11018364,"GOA",232,1995,3,19,21,199504,2,4.7,2.7,"180-127",57.73,-155.1,1,"",57.73,-155.1,"Race_Hydro","Centralgully"
11013873,"GOA",221,1993,6,28,90,199301,93,4.7,8.6,"138-55",54.6,-158.59,221,"138-56",54.603,-158.58633,"Race_Groundfish","Centralslope"
11009612,"BS",42,1995,6,30,89,199501,122,2.9,4.6,"HG2221",57.09,-170.46,42,"HG2221",57.09283,-170.45928,"Race_Groundfish","MiddleNW"
11011844,"AI",613,1994,6,29,95,199401,95,0.43,0.58,"207-20",51.84,-174.55,612,"206-21",51.84267,-174.55067,"Race_Groundfish","EastDeep"
11011539,"AI",622,1994,6,27,95,199401,85,4.3,4.5,"229-23",51.93,-172.88,623,"229-22",51.92633,-172.879,"Race_Groundfish","EastMiddle"
11008732,"BS",41,1996,7,8,89,199601,114,1.2,5.4,"L-20",58.66,-169.78,41,"L-20",58.65758,-169.78077,"Race_Groundfish","MiddleNW"
11006947,"BS",20,1997,7,2,88,199701,105,1.7,6.7,"N-19",59.35,-169.24,20,"N-19",59.3508,-169.24467,"Race_Groundfish","InnerNW"
11008253,"BS",32,1997,6,28,88,199701,81,2.8,7.4,"GF2019",56.81,-169.31,32,"GF2019",56.81403,-169.31492,"Race_Groundfish","MiddleSE"
11010391,"GOA",112,1996,6,8,23,199601,53,3.4,6,"122-82",55.72,-159.89,112,"122-82",55.72432,-159.8937,"Race_Groundfish","Westgully"
11010063,"GOA",11,1996,5,31,23,199601,32,4.4,6.5,"88-45",54.18,-162.77,11,"88-46",54.18272,-162.7727,"Race_Groundfish","Westshelf"
11010978,"GOA",12,1996,6,7,100,199601,70,3.9,8.2,"128-83",55.76,-159.44,12,"128-82",55.76444,-159.4365,"Race_Groundfish","Westshelf"
11010979,"GOA",120,1996,6,8,100,199601,71,4.7,7.8,"134-75",55.43,-158.94,120,"134-75",55.43269,-158.9439,"Race_Groundfish","Centralgully"
11011190,"GOA",122,1996,6,9,100,199601,79,5.4,7.1,"135-55",54.58,-158.85,122,"135-55",54.58151,-158.8481,"Race_Groundfish","Centralshelf"
11011192,"GOA",120,1996,6,9,100,199601,81,4.8,7,"139-65",54.99,-158.54,120,"139-65",54.99064,-158.5403,"Race_Groundfish","Centralgully"
11011194,"GOA",20,1996,6,10,100,199601,84,4.6,6,"142-89",56.05,-158.27,20,"142-89",56.04567,-158.2712,"Race_Groundfish","Centralshelf"
11007718,"BS",10,1998,6,22,89,199801,42,3.4,5.4,"J-05",58.01,-165.26,10,"J-05",58.01208,-165.25857,"Race_Groundfish","InnerSE"
11007222,"BS",31,1998,6,23,89,199801,46,3,6.4,"F-05",56.67,-165.22,31,"F-05",56.67465,-165.21902,"Race_Groundfish","MiddleSE"
11007997,"BS",31,1998,6,29,89,199801,60,3.3,7.5,"H-03",57.32,-166.48,31,"H-03",57.32403,-166.48247,"Race_Groundfish","MiddleSE"
11007722,"BS",31,1998,6,29,89,199801,61,2.2,7.5,"I-03",57.66,-166.5,31,"I-03",57.65717,-166.50067,"Race_Groundfish","MiddleSE"
11010991,"AI",423,1997,7,10,23,199701,115,4.9,7.4,"172-15",51.62,-177.16,423,"172-15",51.62019,-177.1629,"Race_Groundfish","CentDeep"
11010992,"AI",421,1997,7,10,23,199701,116,5.6,7.2,"171-17",51.68,-177.2,421,"171-17",51.67731,-177.2,"Race_Groundfish","CentShallow"
11010994,"AI",321,1997,7,11,23,199701,118,5.3,6.3,"174-22",51.92,-177.03,321,"174-22",51.92431,-177.03,"Race_Groundfish","CentShallow"
11007642,"BS",50,1996,6,20,89,199601,53,4.1,6.9,"A-04",54.83,-165.51,50,"AZ0504",54.82807,-165.51108,"Race_Groundfish","OuterSE"
11011261,"GOA",134,1996,7,9,23,199601,192,5.6,12,"256-135",58.13,-148.89,134,"256-135",58.12989,-148.8872,"Race_Groundfish","Centralshelf"
11011263,"GOA",131,1996,7,9,23,199601,194,5.8,10.4,"254-140",58.33,-148.99,131,"254-140",58.33424,-148.9872,"Race_Groundfish","Centralshelf"
11007701,"BS",42,1997,7,6,89,199701,113,1.3,8.2,"I-20",57.67,-169.65,42,"I-20",57.66963,-169.64877,"Race_Groundfish","MiddleNW"
11006129,"BS",61,1997,7,7,89,199701,120,4.3,8.4,"E-22",56.33,-170.65,61,"E-22",56.33312,-170.65092,"Race_Groundfish","OuterNW"
11007125,"BS",41,1997,7,2,89,199701,104,0.5,7.1,"O-20",59.68,-169.92,41,"O-20",59.68117,-169.9193,"Race_Groundfish","MiddleNW"
11008888,"AI",314,1997,7,19,23,199701,151,3.5,7.7,"125-28",52.17,179.32,314,"125-28",52.17039,179.3167,"Race_Groundfish","CentDeep"
11008315,"BS",31,1999,6,18,21,199909,12,4.6,5.1,"Z-05",54.77,-165.15,1,"",54.77017,-165.15033,"Race_Hydro","MiddleSE"
11006627,"BS",20,1996,7,9,89,199601,119,0.8,7.4,"Q-20",60.33,-170.04,20,"Q-20",60.32642,-170.03793,"Race_Groundfish","InnerNW"
11009261,"BS",20,1998,6,30,89,199801,68,5.6,6.6,"Q-01",60.31,-167.98,20,"Q-01",60.31035,-167.98218,"Race_Groundfish","InnerNW"
11008036,"BS",41,1998,7,1,89,199801,74,2.9,7.9,"J-01",58.01,-167.8,41,"J-01",58.01078,-167.8006,"Race_Groundfish","MiddleNW"
11007426,"BS",50,1998,7,3,89,199801,80,3.7,8,"B-01",55.32,-167.55,50,"B-01",55.31788,-167.55028,"Race_Groundfish","OuterSE"
11006024,"BS",41,1998,7,13,89,199801,125,3,7.9,"J-23",57.99,-171.59,41,"J-23",57.99293,-171.59048,"Race_Groundfish","MiddleNW"
11006359,"BS",42,1998,7,13,89,199801,126,2.5,8.1,"J-22",57.99,-170.97,42,"J-22",57.99357,-170.96988,"Race_Groundfish","MiddleNW"
11006367,"BS",43,1998,7,20,89,199801,139,0.9,9.2,"Q-23",60.32,-172.07,43,"Q-23",60.31838,-172.06582,"Race_Groundfish","MiddleNW"
11008885,"AI",324,1997,7,18,23,199701,148,4.1,6.6,"153-16",51.66,-178.54,323,"153-16",51.65602,-178.5395,"Race_Groundfish","CentDeep"
11008906,"AI",413,1997,7,27,23,199701,179,4.6,6.9,"116-12",51.49,178.63,413,"116-13",51.49036,178.628,"Race_Groundfish","CentDeep"
11005948,"AI",411,1997,7,28,23,199701,183,5,6.3,"109-19",51.78,178.14,411,"109-19",51.7787,178.1363,"Race_Groundfish","CentShallow"
11008332,"BS",50,1999,6,27,21,199909,38,2.3,6.9,"F-18",56.69,-168.31,1,"",56.693,-168.31133,"Race_Hydro","OuterSE"
11008242,"BS",41,1998,7,7,89,199801,97,1.8,8.1,"K-19",58.32,-169.12,41,"K-19",58.3245,-169.11585,"Race_Groundfish","MiddleNW"
11008550,"BS",20,1998,7,8,89,199801,102,3.3,8,"P-19",59.99,-169.32,20,"P-19",59.98813,-169.32033,"Race_Groundfish","InnerNW"
11008244,"BS",41,1998,7,9,89,199801,105,2.2,8.1,"O-21",59.68,-170.59,41,"O-21",59.67637,-170.5891,"Race_Groundfish","MiddleNW"
11005959,"AI",322,1997,7,30,23,199701,195,4.7,6.8,"105-25",52.02,177.83,322,"105-25",52.02315,177.8251,"Race_Groundfish","CentMiddle"
11008898,"AI",512,1997,7,23,23,199701,171,4.6,6.2,"176-22",51.91,-176.87,513,"176-22",51.91138,-176.8734,"Race_Groundfish","EastMiddle"
11008903,"AI",412,1997,7,26,23,199701,176,4.8,7.2,"119-10",51.37,178.9,412,"119-10",51.36561,178.9021,"Race_Groundfish","CentMiddle"
11008904,"AI",413,1997,7,27,23,199701,177,4.5,6,"118-11",51.43,178.81,413,"118-11",51.43387,178.8092,"Race_Groundfish","CentDeep"
11005972,"AI",213,1997,8,3,23,199701,211,4.3,9.8,"12-45",52.91,170.82,213,"12-45",52.90832,170.8211,"Race_Groundfish","WestDeep"
11008351,"BS",61,1999,7,12,21,199909,61,2.3,7.3,"I-25",57.52,-172.78,2,"",57.51567,-172.78317,"Race_Hydro","OuterNW"
11006222,"AI",213,1997,8,6,23,199701,226,4.6,8.3,"40-36",52.54,172.94,213,"40-36",52.53811,172.9361,"Race_Groundfish","WestDeep"
11012676,"AI",224,1997,8,8,23,199701,237,4.2,9.3,"70-26",52.08,175.19,224,"70-26",52.08163,175.1928,"Race_Groundfish","WestDeep"
11009238,"BS",82,1998,7,26,89,199801,170,1,9.3,"V-28",62,-175.81,82,"V-28",62.00127,-175.80808,"Race_Groundfish","NA"
11005978,"AI",214,1997,8,4,23,199701,219,4.4,9.7,"32-47",53,172.31,213,"32-47",53.00087,172.3145,"Race_Groundfish","WestDeep"
11012685,"AI",223,1997,8,10,23,199701,248,5,7.4,"81-26",52.1,176,222,"81-26",52.09739,175.9992,"Race_Groundfish","WestDeep"
11012672,"AI",214,1997,8,7,23,199701,232,4.1,9.3,"56-32",52.33,174.14,214,"56-32",52.32531,174.1407,"Race_Groundfish","WestDeep"
11006888,"BS",61,1998,7,29,89,199801,187,2.7,9.1,"L-30",58.67,-176.22,61,"L-30",58.6666,-176.22412,"Race_Groundfish","OuterNW"
11009841,"GOA",210,1996,5,27,23,199601,18,5.4,5.5,"55-32",53.61,-165.47,210,"55-32",53.6078,-165.4659,"Race_Groundfish","Westslope"
11010060,"GOA",11,1996,5,30,23,199601,28,3.9,6,"66-47",54.23,-164.59,11,"65-47",54.23493,-164.5923,"Race_Groundfish","Westshelf"
11014714,"GOA",21,1996,6,11,100,199601,91,5.7,7,"154-75",55.43,-157.3,21,"154-75",55.43014,-157.2961,"Race_Groundfish","Centralshelf"
11011203,"GOA",122,1996,6,12,100,199601,96,5.2,8.1,"161-72",55.29,-156.67,122,"162-72",55.2924,-156.6652,"Race_Groundfish","Centralshelf"
11011207,"GOA",20,1996,6,13,100,199601,104,5.7,6.9,"152-104",56.69,-157.48,20,"152-103",56.68803,-157.4759,"Race_Groundfish","Centralshelf"
11008191,"BS",41,1996,7,8,88,199601,122,0.3,6.4,"N-21",59.32,-170.52,41,"N-21",59.32478,-170.51752,"Race_Groundfish","MiddleNW"
11006074,"BS",42,1996,7,6,88,199601,110,5.1,8.3,"GF2221",56.84,-170.48,42,"GF2221",56.84037,-170.4785,"Race_Groundfish","MiddleNW"
11009062,"BS",20,1996,7,2,88,199601,88,,4.3,"Q-19",60.33,-169.32,20,"Q-19",60.32558,-169.31983,"Race_Groundfish","InnerNW"
11009063,"BS",20,1996,7,2,88,199601,90,2.9,3.8,"O-19",59.66,-169.27,20,"O-19",59.6648,-169.26615,"Race_Groundfish","InnerNW"
11011259,"GOA",131,1996,7,8,23,199601,190,5.8,10.4,"245-147",58.68,-149.77,131,"245-147",58.68391,-149.77,"Race_Groundfish","Centralshelf"
11011518,"GOA",220,1996,6,15,100,199601,115,5,8.4,"170-92",56.17,-155.94,121,"170-92",56.16516,-155.9353,"Race_Groundfish","Centralgully"
11006582,"BS",41,1997,6,29,89,199701,88,1,6.3,"K-18",58.33,-168.47,41,"K-18",58.325,-168.47118,"Race_Groundfish","MiddleNW"
11007121,"BS",20,1997,7,1,89,199701,96,3.6,4.9,"O-01",59.67,-167.92,20,"O-01",59.66713,-167.92265,"Race_Groundfish","InnerNW"
11006125,"BS",20,1997,7,1,89,199701,97,5.6,5.6,"P-01",59.98,-167.98,20,"P-01",59.98422,-167.98278,"Race_Groundfish","InnerNW"
11007171,"BS",31,1997,6,9,89,199701,11,3,8,"F-12",56.67,-160.97,31,"F-12",56.6673,-160.97213,"Race_Groundfish","MiddleSE"
11007646,"BS",50,1996,6,29,89,199601,71,4.3,7,"C-02",55.66,-166.98,50,"C-02",55.65758,-166.98472,"Race_Groundfish","OuterSE"
11007647,"BS",50,1996,6,29,89,199601,72,4.4,7.4,"D-02",55.99,-166.98,50,"D-02",55.9931,-166.9849,"Race_Groundfish","OuterSE"
11007961,"BS",31,1996,6,30,89,199601,78,1.6,4.2,"J-02",57.99,-167.17,31,"J-02",57.99162,-167.16823,"Race_Groundfish","MiddleSE"
11006951,"BS",41,1997,7,8,88,199701,122,,8.3,"H-23",57.33,-171.46,41,"H-23",57.33305,-171.46093,"Race_Groundfish","MiddleNW"
11008200,"BS",31,1997,6,20,88,199701,61,2.1,9.1,"E-03",56.35,-166.43,31,"E-03",56.35122,-166.42588,"Race_Groundfish","MiddleSE"
11008202,"BS",31,1997,6,21,88,199701,63,1.4,8.8,"G-03",56.99,-166.47,31,"G-03",56.98507,-166.46777,"Race_Groundfish","MiddleSE"
11009837,"GOA",10,1996,5,25,23,199601,14,,,"46-34",53.69,-166.23,10,"46-34",53.69367,-166.2263,"Race_Groundfish","Westshelf"
11008186,"BS",20,1996,7,1,88,199601,82,2.6,4.3,"L-01",58.67,-167.86,20,"L-01",58.66575,-167.8637,"Race_Groundfish","InnerNW"
11009055,"BS",41,1996,7,10,88,199601,130,1.4,7,"S-25",61.01,-173.45,41,"S-25",61.0078,-173.45257,"Race_Groundfish","MiddleNW"
11009531,"BS",41,1996,7,10,88,199601,131,1.7,6.6,"R-25",60.68,-173.47,41,"R-25",60.68168,-173.46932,"Race_Groundfish","MiddleNW"
11008686,"BS",20,1996,7,2,89,199601,87,3.6,4.1,"O-18",59.68,-168.62,20,"O-18",59.67843,-168.61665,"Race_Groundfish","InnerNW"
